node,latency_ms,deadline_ms
sensor,0.12390001211315393,100.0
sensor,0.1112000027205795,100.0
sensor,0.0805000017862767,100.0
sensor,0.05190001684240997,100.0
sensor,0.09810001938603818,100.0
sensor,0.08099997648969293,100.0
sensor,0.048699992476031184,100.0
sensor,0.04949999856762588,100.0
sensor,0.07619999814778566,100.0
sensor,0.05840000812895596,100.0
sensor,0.0701999815646559,100.0
sensor,0.10980002116411924,100.0
sensor,0.05110001075081527,100.0
